month,state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_
2025-04-01,Tamil Nadu,Virudhunagar,0.0,0.0,0.0,0.0,0.0,5189.0,6673.0
2025-04-01,Telangana,Adilabad,0.0,0.0,0.0,368.0,2310.0,2571.0,3246.0
2025-04-01,Telangana,Bhadradri Kothagudem,0.0,0.0,0.0,0.0,0.0,436.0,765.0
2025-04-01,Telangana,Hanumakonda,0.0,0.0,0.0,0.0,0.0,205.0,841.0
2025-04-01,Telangana,Hyderabad,252.0,32.0,22.0,1890.0,13025.0,9730.0,11312.0
2025-04-01,Telangana,Jagitial,0.0,0.0,0.0,0.0,0.0,328.0,434.0
2025-04-01,Telangana,Jangoan,0.0,0.0,0.0,0.0,0.0,135.0,274.0
2025-04-01,Telangana,Jayashankar Bhupalpally,0.0,0.0,0.0,0.0,0.0,115.0,183.0
2025-04-01,Telangana,Jogulamba Gadwal,0.0,0.0,0.0,0.0,0.0,427.0,545.0
2025-04-01,Telangana,K.V. Rangareddy,159.0,25.0,28.0,655.0,4011.0,9527.0,13014.0
2025-04-01,Telangana,Kamareddy,0.0,0.0,0.0,0.0,0.0,397.0,584.0
2025-04-01,Telangana,Karimnagar,0.0,0.0,0.0,0.0,0.0,5453.0,6566.0
2025-04-01,Telangana,Khammam,0.0,0.0,0.0,0.0,0.0,2238.0,1720.0
2025-04-01,Telangana,Komaram Bheem,0.0,0.0,0.0,0.0,0.0,313.0,496.0
2025-04-01,Telangana,Mahabubabad,0.0,0.0,0.0,0.0,0.0,285.0,476.0
2025-04-01,Telangana,Mahabubnagar,0.0,0.0,0.0,0.0,0.0,8084.0,9148.0
2025-04-01,Telangana,Mancherial,0.0,0.0,0.0,0.0,0.0,322.0,543.0
2025-04-01,Telangana,Medak,0.0,0.0,0.0,0.0,0.0,4542.0,4890.0
2025-04-01,Telangana,Medchal-Malkajgiri,76.0,25.0,15.0,0.0,0.0,1109.0,1772.0
2025-04-01,Telangana,Mulugu,0.0,0.0,0.0,0.0,0.0,148.0,257.0
2025-04-01,Telangana,Nagarkurnool,0.0,0.0,0.0,0.0,0.0,372.0,550.0
2025-04-01,Telangana,Nalgonda,0.0,0.0,0.0,0.0,0.0,5769.0,5451.0
2025-04-01,Telangana,Narayanpet,0.0,0.0,0.0,0.0,0.0,190.0,257.0
2025-04-01,Telangana,Nirmal,0.0,0.0,0.0,0.0,0.0,263.0,423.0
2025-04-01,Telangana,Nizamabad,0.0,0.0,0.0,244.0,1293.0,4441.0,4610.0
2025-04-01,Telangana,Peddapalli,0.0,0.0,0.0,0.0,0.0,89.0,267.0
2025-04-01,Telangana,Rajanna Sircilla,0.0,0.0,0.0,0.0,0.0,212.0,301.0
2025-04-01,Telangana,Rangareddy,0.0,0.0,0.0,0.0,0.0,93.0,260.0
2025-04-01,Telangana,Sangareddy,0.0,0.0,0.0,115.0,581.0,687.0,762.0
2025-04-01,Telangana,Siddipet,0.0,0.0,0.0,0.0,0.0,315.0,476.0
2025-04-01,Telangana,Suryapet,0.0,0.0,0.0,95.0,811.0,513.0,886.0
2025-04-01,Telangana,Vikarabad,0.0,0.0,0.0,250.0,1386.0,409.0,500.0
2025-04-01,Telangana,Wanaparthy,0.0,0.0,0.0,0.0,0.0,323.0,517.0
2025-04-01,Telangana,Warangal,0.0,0.0,0.0,0.0,0.0,3905.0,3728.0
2025-04-01,Telangana,Warangal Rural,0.0,0.0,0.0,0.0,0.0,190.0,328.0
2025-04-01,Telangana,Warangal Urban,0.0,0.0,0.0,0.0,0.0,278.0,416.0
2025-04-01,Telangana,Yadadri.,0.0,0.0,0.0,0.0,0.0,320.0,628.0
2025-04-01,Tripura,Dhalai,0.0,0.0,0.0,0.0,0.0,4161.0,2012.0
2025-04-01,Tripura,Dhalai  *,0.0,0.0,0.0,0.0,0.0,41.0,90.0
2025-04-01,Tripura,Gomati,0.0,0.0,0.0,0.0,0.0,2197.0,399.0
2025-04-01,Tripura,Khowai,0.0,0.0,0.0,0.0,0.0,1226.0,266.0
2025-04-01,Tripura,North Tripura,0.0,0.0,0.0,0.0,0.0,3373.0,3177.0
2025-04-01,Tripura,Sepahijala,0.0,0.0,0.0,0.0,0.0,2527.0,838.0
2025-04-01,Tripura,South Tripura,0.0,0.0,0.0,0.0,0.0,4189.0,4698.0
2025-04-01,Tripura,Unakoti,19.0,16.0,15.0,0.0,0.0,3375.0,495.0
2025-04-01,Tripura,West Tripura,146.0,65.0,25.0,0.0,0.0,6514.0,8037.0
2025-04-01,Uttar Pradesh,Agra,832.0,568.0,37.0,0.0,0.0,23587.0,9962.0
2025-04-01,Uttar Pradesh,Aligarh,1066.0,643.0,58.0,1954.0,18794.0,21555.0,5911.0
2025-04-01,Uttar Pradesh,Allahabad,0.0,0.0,0.0,0.0,0.0,27810.0,9107.0
2025-04-01,Uttar Pradesh,Ambedkar Nagar,159.0,143.0,10.0,0.0,0.0,5206.0,4034.0
2025-04-01,Uttar Pradesh,Amethi,0.0,0.0,0.0,0.0,0.0,6276.0,4187.0
2025-04-01,Uttar Pradesh,Amroha,434.0,135.0,11.0,0.0,0.0,10891.0,2508.0
2025-04-01,Uttar Pradesh,Auraiya,0.0,0.0,0.0,0.0,0.0,4730.0,2327.0
2025-04-01,Uttar Pradesh,Ayodhya,0.0,0.0,0.0,0.0,0.0,384.0,528.0
2025-04-01,Uttar Pradesh,Azamgarh,231.0,332.0,26.0,0.0,0.0,13049.0,8716.0
2025-04-01,Uttar Pradesh,Baghpat,311.0,224.0,18.0,732.0,4722.0,4693.0,2074.0
2025-04-01,Uttar Pradesh,Bahraich,1748.0,1784.0,281.0,0.0,0.0,17959.0,7506.0
2025-04-01,Uttar Pradesh,Ballia,0.0,0.0,0.0,0.0,0.0,7919.0,6870.0
2025-04-01,Uttar Pradesh,Balrampur,429.0,642.0,32.0,0.0,0.0,8333.0,3721.0
2025-04-01,Uttar Pradesh,Banda,458.0,340.0,43.0,0.0,0.0,6605.0,4537.0
2025-04-01,Uttar Pradesh,Bara Banki,172.0,72.0,10.0,0.0,0.0,14422.0,6093.0
2025-04-01,Uttar Pradesh,Barabanki,0.0,0.0,0.0,0.0,0.0,74.0,295.0
2025-04-01,Uttar Pradesh,Bareilly,3176.0,1025.0,63.0,1154.0,9929.0,22874.0,8000.0
2025-04-01,Uttar Pradesh,Basti,140.0,139.0,10.0,0.0,0.0,10172.0,4692.0
2025-04-01,Uttar Pradesh,Bhadohi,0.0,0.0,0.0,0.0,0.0,519.0,396.0
2025-04-01,Uttar Pradesh,Bijnor,0.0,0.0,0.0,760.0,6940.0,17712.0,8228.0
2025-04-01,Uttar Pradesh,Budaun,480.0,267.0,13.0,1064.0,9998.0,8910.0,3583.0
2025-04-01,Uttar Pradesh,Bulandshahr,612.0,527.0,49.0,1630.0,12498.0,18815.0,5197.0
2025-04-01,Uttar Pradesh,Chandauli,195.0,192.0,41.0,0.0,0.0,9704.0,3295.0
2025-04-01,Uttar Pradesh,Chitrakoot,0.0,0.0,0.0,0.0,0.0,6112.0,2612.0
2025-04-01,Uttar Pradesh,Deoria,0.0,0.0,0.0,0.0,0.0,11809.0,7245.0
2025-04-01,Uttar Pradesh,Etah,724.0,354.0,13.0,0.0,0.0,13484.0,2531.0
2025-04-01,Uttar Pradesh,Etawah,348.0,226.0,16.0,624.0,4268.0,7384.0,3127.0
2025-04-01,Uttar Pradesh,Faizabad,0.0,0.0,0.0,0.0,0.0,8834.0,3119.0
2025-04-01,Uttar Pradesh,Farrukhabad,0.0,0.0,0.0,0.0,0.0,7045.0,2139.0
2025-04-01,Uttar Pradesh,Fatehpur,166.0,136.0,10.0,0.0,0.0,8256.0,6378.0
2025-04-01,Uttar Pradesh,Firozabad,0.0,0.0,0.0,651.0,8545.0,15017.0,3352.0
2025-04-01,Uttar Pradesh,Gautam Buddha Nagar,1192.0,1186.0,113.0,1402.0,11160.0,7021.0,5188.0
2025-04-01,Uttar Pradesh,Ghaziabad,0.0,0.0,0.0,2722.0,24160.0,14642.0,10837.0
2025-04-01,Uttar Pradesh,Ghazipur,0.0,0.0,0.0,0.0,0.0,15205.0,6326.0
2025-04-01,Uttar Pradesh,Gonda,392.0,260.0,50.0,0.0,0.0,14460.0,6876.0
2025-04-01,Uttar Pradesh,Gorakhpur,378.0,727.0,86.0,0.0,0.0,9404.0,12727.0
2025-04-01,Uttar Pradesh,Hamirpur,0.0,0.0,0.0,0.0,0.0,3275.0,2180.0
2025-04-01,Uttar Pradesh,Hapur,0.0,0.0,0.0,0.0,0.0,4513.0,1909.0
2025-04-01,Uttar Pradesh,Hardoi,0.0,0.0,0.0,360.0,2961.0,22209.0,6727.0
2025-04-01,Uttar Pradesh,Hathras,0.0,0.0,0.0,0.0,0.0,9198.0,2227.0
2025-04-01,Uttar Pradesh,Jalaun,221.0,102.0,26.0,0.0,0.0,6056.0,3593.0
2025-04-01,Uttar Pradesh,Jaunpur,662.0,800.0,64.0,0.0,0.0,12071.0,7906.0
2025-04-01,Uttar Pradesh,Jhansi,0.0,0.0,0.0,0.0,0.0,8508.0,5297.0
2025-04-01,Uttar Pradesh,Kannauj,0.0,0.0,0.0,0.0,0.0,6803.0,2814.0
2025-04-01,Uttar Pradesh,Kanpur Dehat,469.0,364.0,75.0,0.0,0.0,7829.0,2343.0
2025-04-01,Uttar Pradesh,Kanpur Nagar,1405.0,1363.0,222.0,366.0,4562.0,12059.0,11042.0
2025-04-01,Uttar Pradesh,Kasganj,0.0,0.0,0.0,0.0,0.0,6901.0,2382.0
2025-04-01,Uttar Pradesh,Kaushambi,133.0,109.0,25.0,0.0,0.0,12911.0,2180.0
2025-04-01,Uttar Pradesh,Kheri,523.0,548.0,31.0,0.0,0.0,14683.0,6033.0
2025-04-01,Uttar Pradesh,Kushinagar,0.0,0.0,0.0,0.0,0.0,9515.0,8053.0
2025-04-01,Uttar Pradesh,Lalitpur,0.0,0.0,0.0,0.0,0.0,4531.0,3627.0
2025-04-01,Uttar Pradesh,Lucknow,1235.0,1253.0,125.0,489.0,4100.0,17408.0,12249.0
2025-04-01,Uttar Pradesh,Maharajganj,873.0,977.0,79.0,0.0,0.0,6533.0,5487.0
2025-04-01,Uttar Pradesh,Mahoba,0.0,0.0,0.0,0.0,0.0,3350.0,1489.0
2025-04-01,Uttar Pradesh,Mainpuri,348.0,313.0,46.0,0.0,0.0,4338.0,2680.0
2025-04-01,Uttar Pradesh,Mathura,0.0,0.0,0.0,0.0,0.0,10819.0,4179.0
2025-04-01,Uttar Pradesh,Mau,0.0,0.0,0.0,0.0,0.0,6021.0,3902.0
2025-04-01,Uttar Pradesh,Meerut,1370.0,650.0,33.0,206.0,1955.0,15088.0,7492.0
2025-04-01,Uttar Pradesh,Mirzapur,0.0,0.0,0.0,0.0,0.0,10945.0,3802.0
2025-04-01,Uttar Pradesh,Moradabad,1519.0,510.0,15.0,0.0,0.0,16586.0,6986.0
2025-04-01,Uttar Pradesh,Muzaffarnagar,680.0,308.0,27.0,477.0,3116.0,16529.0,6262.0
2025-04-01,Uttar Pradesh,Pilibhit,598.0,260.0,20.0,944.0,10402.0,13228.0,5607.0
2025-04-01,Uttar Pradesh,Pratapgarh,0.0,0.0,0.0,0.0,0.0,12069.0,6772.0
2025-04-01,Uttar Pradesh,Prayagraj,0.0,0.0,0.0,0.0,0.0,1456.0,1346.0
2025-04-01,Uttar Pradesh,Rae Bareli,0.0,0.0,0.0,0.0,0.0,12145.0,4968.0
2025-04-01,Uttar Pradesh,Rampur,894.0,333.0,19.0,756.0,5993.0,15673.0,4784.0
2025-04-01,Uttar Pradesh,Saharanpur,1499.0,533.0,29.0,1506.0,13080.0,13478.0,9252.0
2025-04-01,Uttar Pradesh,Sambhal,0.0,0.0,0.0,0.0,0.0,11719.0,2554.0
2025-04-01,Uttar Pradesh,Sant Kabir Nagar,0.0,0.0,0.0,0.0,0.0,8755.0,4623.0
2025-04-01,Uttar Pradesh,Sant Ravidas Nagar,0.0,0.0,0.0,0.0,0.0,6080.0,2484.0
2025-04-01,Uttar Pradesh,Shahjahanpur,1402.0,852.0,63.0,0.0,0.0,12877.0,4666.0
2025-04-01,Uttar Pradesh,Shamli,374.0,151.0,12.0,644.0,5240.0,11142.0,4003.0
2025-04-01,Uttar Pradesh,Shrawasti,207.0,307.0,11.0,0.0,0.0,5028.0,2599.0
2025-04-01,Uttar Pradesh,Siddharthnagar,804.0,1006.0,68.0,0.0,0.0,9075.0,4516.0
2025-04-01,Uttar Pradesh,Sitapur,1928.0,1053.0,87.0,0.0,0.0,32178.0,9065.0
2025-04-01,Uttar Pradesh,Sonbhadra,0.0,0.0,0.0,0.0,0.0,10745.0,4237.0
2025-04-01,Uttar Pradesh,Sultanpur,262.0,195.0,23.0,0.0,0.0,6820.0,4691.0
2025-04-01,Uttar Pradesh,Unnao,937.0,547.0,30.0,0.0,0.0,13248.0,6435.0
2025-04-01,Uttar Pradesh,Varanasi,527.0,733.0,81.0,0.0,0.0,13733.0,8781.0
2025-04-01,Uttarakhand,Almora,0.0,0.0,0.0,0.0,0.0,1878.0,1873.0
2025-04-01,Uttarakhand,Bageshwar,0.0,0.0,0.0,0.0,0.0,827.0,1777.0
2025-04-01,Uttarakhand,Chamoli,0.0,0.0,0.0,0.0,0.0,1412.0,2205.0
2025-04-01,Uttarakhand,Champawat,0.0,0.0,0.0,86.0,649.0,1196.0,1572.0
2025-04-01,Uttarakhand,Dehradun,510.0,138.0,26.0,492.0,4348.0,5431.0,7762.0
2025-04-01,Uttarakhand,Haridwar,0.0,0.0,0.0,296.0,2284.0,5234.0,5015.0
2025-04-01,Uttarakhand,Nainital,488.0,66.0,48.0,1182.0,6332.0,3441.0,3584.0
2025-04-01,Uttarakhand,Pauri Garhwal,0.0,0.0,0.0,91.0,999.0,1627.0,2119.0
2025-04-01,Uttarakhand,Pithoragarh,0.0,0.0,0.0,0.0,0.0,1420.0,2052.0
2025-04-01,Uttarakhand,Rudraprayag,0.0,0.0,0.0,0.0,0.0,992.0,1472.0
2025-04-01,Uttarakhand,Tehri Garhwal,0.0,0.0,0.0,0.0,0.0,2488.0,3241.0
2025-04-01,Uttarakhand,Udham Singh Nagar,0.0,0.0,0.0,2281.0,15108.0,5961.0,5460.0
2025-04-01,Uttarakhand,Uttarkashi,0.0,0.0,0.0,98.0,756.0,1574.0,1859.0
2025-04-01,West Bengal,Alipurduar,38.0,63.0,27.0,0.0,0.0,372.0,419.0
2025-04-01,West Bengal,Bankura,0.0,0.0,0.0,0.0,0.0,4324.0,4960.0
2025-04-01,West Bengal,Barddhaman,0.0,0.0,0.0,0.0,0.0,7253.0,10110.0
2025-04-01,West Bengal,Bardhaman,0.0,0.0,0.0,0.0,0.0,182.0,568.0
2025-04-01,West Bengal,Birbhum,0.0,0.0,0.0,120.0,1788.0,3729.0,5232.0
2025-04-01,West Bengal,Cooch Behar,297.0,156.0,32.0,0.0,0.0,2096.0,3125.0
2025-04-01,West Bengal,Dakshin Dinajpur,0.0,0.0,0.0,182.0,2156.0,3066.0,2385.0
2025-04-01,West Bengal,Darjeeling,383.0,200.0,75.0,0.0,0.0,1465.0,3099.0
2025-04-01,West Bengal,Darjiling,0.0,0.0,0.0,0.0,0.0,64.0,181.0
2025-04-01,West Bengal,East Midnapore,0.0,0.0,0.0,0.0,0.0,716.0,1296.0
2025-04-01,West Bengal,Haora,0.0,0.0,0.0,0.0,0.0,436.0,2286.0
2025-04-01,West Bengal,Hooghly,0.0,0.0,0.0,0.0,0.0,6712.0,10261.0
2025-04-01,West Bengal,Howrah,0.0,0.0,0.0,0.0,0.0,3829.0,7347.0
2025-04-01,West Bengal,Jalpaiguri,194.0,62.0,36.0,0.0,0.0,3315.0,5838.0
2025-04-01,West Bengal,Jhargram,40.0,10.0,12.0,0.0,0.0,135.0,279.0
2025-04-01,West Bengal,Kalimpong,0.0,0.0,0.0,0.0,0.0,31.0,19.0
2025-04-01,West Bengal,Koch Bihar,0.0,0.0,0.0,0.0,0.0,244.0,840.0
2025-04-01,West Bengal,Kolkata,21.0,10.0,23.0,0.0,0.0,2609.0,7951.0
2025-04-01,West Bengal,Malda,306.0,80.0,10.0,264.0,2419.0,3440.0,5957.0
2025-04-01,West Bengal,Maldah,0.0,0.0,0.0,0.0,0.0,242.0,797.0
2025-04-01,West Bengal,Murshidabad,0.0,0.0,0.0,780.0,9293.0,8022.0,13859.0
2025-04-01,West Bengal,Nadia,204.0,33.0,11.0,0.0,0.0,4993.0,9147.0
2025-04-01,West Bengal,North 24 Parganas,126.0,67.0,39.0,0.0,0.0,8743.0,14168.0
2025-04-01,West Bengal,North Twenty Four Parganas,0.0,0.0,0.0,0.0,0.0,199.0,862.0
2025-04-01,West Bengal,Paschim Bardhaman,0.0,0.0,0.0,0.0,0.0,389.0,960.0
2025-04-01,West Bengal,Paschim Medinipur,0.0,0.0,0.0,0.0,0.0,5583.0,7121.0
2025-04-01,West Bengal,Purba Bardhaman,0.0,0.0,0.0,0.0,0.0,504.0,1058.0
2025-04-01,West Bengal,Purba Medinipur,0.0,0.0,0.0,236.0,1274.0,5448.0,6811.0
2025-04-01,West Bengal,Purulia,0.0,0.0,0.0,0.0,0.0,90.0,230.0
2025-04-01,West Bengal,Puruliya,0.0,0.0,0.0,168.0,1780.0,3543.0,5406.0
2025-04-01,West Bengal,South 24 Parganas,0.0,0.0,0.0,563.0,7228.0,10237.0,12473.0
2025-04-01,West Bengal,South Dinajpur,0.0,0.0,0.0,0.0,0.0,45.0,100.0
2025-04-01,West Bengal,South Twenty Four Parganas,0.0,0.0,0.0,0.0,0.0,617.0,2024.0
2025-04-01,West Bengal,Uttar Dinajpur,1264.0,333.0,116.0,643.0,9442.0,3513.0,5780.0
2025-04-01,West Bengal,West Midnapore,0.0,0.0,0.0,0.0,0.0,327.0,970.0
2025-05-01,Andaman And Nicobar Islands,Andamans,0.0,0.0,0.0,0.0,0.0,22.0,158.0
2025-05-01,Andaman And Nicobar Islands,Nicobar,0.0,0.0,0.0,0.0,0.0,34.0,50.0
2025-05-01,Andaman And Nicobar Islands,North And Middle Andaman,0.0,0.0,0.0,0.0,0.0,272.0,250.0
2025-05-01,Andaman And Nicobar Islands,South Andaman,0.0,0.0,0.0,0.0,0.0,654.0,455.0
2025-05-01,Andhra Pradesh,Adilabad,0.0,0.0,0.0,0.0,0.0,961.0,2457.0
2025-05-01,Andhra Pradesh,Alluri Sitharama Raju,0.0,0.0,0.0,0.0,0.0,1125.0,964.0
2025-05-01,Andhra Pradesh,Anakapalli,0.0,0.0,0.0,0.0,0.0,565.0,480.0
2025-05-01,Andhra Pradesh,Anantapur,0.0,0.0,0.0,0.0,0.0,5334.0,6348.0
2025-05-01,Andhra Pradesh,Ananthapur,0.0,0.0,0.0,0.0,0.0,10603.0,2055.0
2025-05-01,Andhra Pradesh,Ananthapuramu,0.0,0.0,0.0,1538.0,5976.0,16807.0,2592.0
2025-05-01,Andhra Pradesh,Annamayya,0.0,0.0,0.0,917.0,4059.0,1317.0,595.0
2025-05-01,Andhra Pradesh,Bapatla,0.0,0.0,0.0,242.0,1312.0,508.0,303.0
2025-05-01,Andhra Pradesh,Chittoor,0.0,0.0,0.0,3043.0,14340.0,25633.0,9255.0
2025-05-01,Andhra Pradesh,Cuddapah,0.0,0.0,0.0,154.0,1134.0,18656.0,5900.0
2025-05-01,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.0,0.0,0.0,96.0,712.0,615.0,414.0
2025-05-01,Andhra Pradesh,East Godavari,0.0,0.0,0.0,1159.0,7533.0,29904.0,11079.0
2025-05-01,Andhra Pradesh,Eluru,0.0,0.0,0.0,59.0,319.0,801.0,734.0
2025-05-01,Andhra Pradesh,Guntur,0.0,0.0,0.0,1635.0,10715.0,28530.0,12010.0
2025-05-01,Andhra Pradesh,Hyderabad,0.0,0.0,0.0,0.0,0.0,2418.0,8605.0
2025-05-01,Andhra Pradesh,Kakinada,0.0,0.0,0.0,484.0,3348.0,1272.0,742.0
2025-05-01,Andhra Pradesh,Karim Nagar,0.0,0.0,0.0,0.0,0.0,40.0,116.0
2025-05-01,Andhra Pradesh,Karimnagar,0.0,0.0,0.0,0.0,0.0,426.0,1049.0
2025-05-01,Andhra Pradesh,Khammam,0.0,0.0,0.0,0.0,0.0,1378.0,2496.0
2025-05-01,Andhra Pradesh,Krishna,0.0,0.0,0.0,1336.0,9629.0,20478.0,9521.0
2025-05-01,Andhra Pradesh,Kurnool,0.0,0.0,0.0,3439.0,16144.0,38609.0,11871.0
2025-05-01,Andhra Pradesh,Mahabub Nagar,0.0,0.0,0.0,0.0,0.0,37.0,79.0
2025-05-01,Andhra Pradesh,Mahbubnagar,0.0,0.0,0.0,0.0,0.0,244.0,696.0
2025-05-01,Andhra Pradesh,Medak,0.0,0.0,0.0,0.0,0.0,393.0,979.0
2025-05-01,Andhra Pradesh,N. T. R,0.0,0.0,0.0,635.0,4261.0,1040.0,991.0
2025-05-01,Andhra Pradesh,Nalgonda,0.0,0.0,0.0,0.0,0.0,459.0,1883.0
2025-05-01,Andhra Pradesh,Nandyal,0.0,0.0,0.0,769.0,4026.0,1107.0,649.0
2025-05-01,Andhra Pradesh,Nellore,0.0,0.0,0.0,0.0,0.0,17287.0,6800.0
2025-05-01,Andhra Pradesh,Nizamabad,0.0,0.0,0.0,0.0,0.0,298.0,675.0
2025-05-01,Andhra Pradesh,Palnadu,0.0,0.0,0.0,583.0,3170.0,1259.0,700.0
2025-05-01,Andhra Pradesh,Parvathipuram Manyam,0.0,0.0,0.0,94.0,486.0,1014.0,786.0
2025-05-01,Andhra Pradesh,Prakasam,0.0,0.0,0.0,450.0,3318.0,24657.0,8625.0
2025-05-01,Andhra Pradesh,Rangareddi,0.0,0.0,0.0,0.0,0.0,1276.0,4011.0
2025-05-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,0.0,0.0,0.0,550.0,3015.0,1371.0,603.0
2025-05-01,Andhra Pradesh,Sri Sathya Sai,0.0,0.0,0.0,423.0,2049.0,1043.0,738.0
2025-05-01,Andhra Pradesh,Srikakulam,0.0,0.0,0.0,2108.0,8018.0,15311.0,7444.0
2025-05-01,Andhra Pradesh,Tirupati,0.0,0.0,0.0,907.0,4623.0,1071.0,828.0
2025-05-01,Andhra Pradesh,Visakhapatnam,0.0,0.0,0.0,1637.0,10214.0,28998.0,13737.0
2025-05-01,Andhra Pradesh,Vizianagaram,0.0,0.0,0.0,716.0,4410.0,15557.0,6376.0
2025-05-01,Andhra Pradesh,Warangal,0.0,0.0,0.0,0.0,0.0,1438.0,3458.0
2025-05-01,Andhra Pradesh,West Godavari,0.0,0.0,0.0,874.0,5888.0,19992.0,9925.0
2025-05-01,Andhra Pradesh,Y. S. R,0.0,0.0,0.0,544.0,2713.0,811.0,448.0
2025-05-01,Arunachal Pradesh,Anjaw,0.0,0.0,0.0,0.0,0.0,89.0,101.0
2025-05-01,Arunachal Pradesh,Changlang,0.0,0.0,0.0,0.0,0.0,381.0,268.0
2025-05-01,Arunachal Pradesh,Dibang Valley,0.0,0.0,0.0,0.0,0.0,33.0,25.0
2025-05-01,Arunachal Pradesh,East Kameng,0.0,0.0,0.0,0.0,0.0,306.0,228.0
2025-05-01,Arunachal Pradesh,East Siang,0.0,0.0,0.0,0.0,0.0,165.0,93.0
2025-05-01,Arunachal Pradesh,Kra Daadi,0.0,0.0,0.0,0.0,0.0,118.0,80.0
2025-05-01,Arunachal Pradesh,Kurung Kumey,0.0,0.0,0.0,0.0,0.0,128.0,328.0
2025-05-01,Arunachal Pradesh,Lohit,0.0,0.0,0.0,0.0,0.0,173.0,281.0
2025-05-01,Arunachal Pradesh,Longding,0.0,0.0,0.0,0.0,0.0,196.0,124.0
2025-05-01,Arunachal Pradesh,Lower Dibang Valley,0.0,0.0,0.0,0.0,0.0,121.0,112.0
2025-05-01,Arunachal Pradesh,Lower Siang,0.0,0.0,0.0,0.0,0.0,12.0,10.0
2025-05-01,Arunachal Pradesh,Lower Subansiri,0.0,0.0,0.0,0.0,0.0,155.0,196.0
2025-05-01,Arunachal Pradesh,Namsai,0.0,0.0,0.0,0.0,0.0,423.0,413.0
2025-05-01,Arunachal Pradesh,Papum Pare,0.0,0.0,0.0,0.0,0.0,496.0,687.0
2025-05-01,Arunachal Pradesh,Shi-Yomi,0.0,0.0,0.0,0.0,0.0,26.0,14.0
2025-05-01,Arunachal Pradesh,Siang,0.0,0.0,0.0,0.0,0.0,100.0,64.0
2025-05-01,Arunachal Pradesh,Tawang,0.0,0.0,0.0,0.0,0.0,149.0,78.0
2025-05-01,Arunachal Pradesh,Tirap,0.0,0.0,0.0,0.0,0.0,120.0,69.0
2025-05-01,Arunachal Pradesh,Upper Siang,0.0,0.0,0.0,0.0,0.0,116.0,105.0
2025-05-01,Arunachal Pradesh,Upper Subansiri,0.0,0.0,0.0,0.0,0.0,271.0,288.0
2025-05-01,Arunachal Pradesh,West Kameng,0.0,0.0,0.0,0.0,0.0,243.0,438.0
2025-05-01,Arunachal Pradesh,West Siang,0.0,0.0,0.0,0.0,0.0,300.0,182.0
2025-05-01,Assam,Baksa,37.0,25.0,20.0,0.0,0.0,1398.0,596.0
2025-05-01,Assam,Barpeta,90.0,83.0,10.0,0.0,0.0,7973.0,2201.0
2025-05-01,Assam,Biswanath,0.0,0.0,0.0,0.0,0.0,720.0,316.0
2025-05-01,Assam,Bongaigaon,110.0,41.0,15.0,0.0,0.0,2359.0,946.0
2025-05-01,Assam,Cachar,0.0,0.0,0.0,0.0,0.0,4128.0,2066.0
2025-05-01,Assam,Charaideo,29.0,11.0,10.0,0.0,0.0,384.0,209.0
2025-05-01,Assam,Chirang,0.0,0.0,0.0,0.0,0.0,1240.0,685.0
2025-05-01,Assam,Darrang,87.0,53.0,308.0,0.0,0.0,1534.0,785.0
2025-05-01,Assam,Dhemaji,264.0,174.0,153.0,0.0,0.0,1031.0,682.0
2025-05-01,Assam,Dhubri,0.0,0.0,0.0,0.0,0.0,2715.0,1222.0
2025-05-01,Assam,Dibrugarh,140.0,95.0,149.0,0.0,0.0,1337.0,1609.0
2025-05-01,Assam,Goalpara,412.0,253.0,116.0,0.0,0.0,1264.0,658.0
2025-05-01,Assam,Golaghat,807.0,826.0,230.0,0.0,0.0,808.0,785.0
2025-05-01,Assam,Hailakandi,0.0,0.0,0.0,0.0,0.0,650.0,464.0
2025-05-01,Assam,Hojai,0.0,0.0,0.0,0.0,0.0,1005.0,1076.0
2025-05-01,Assam,Jorhat,17.0,24.0,13.0,0.0,0.0,712.0,555.0
2025-05-01,Assam,Kamrup,813.0,580.0,264.0,0.0,0.0,3553.0,1175.0
2025-05-01,Assam,Kamrup Metro,67.0,42.0,53.0,0.0,0.0,1697.0,1412.0
2025-05-01,Assam,Karbi Anglong,446.0,1537.0,175.0,0.0,0.0,2525.0,968.0
2025-05-01,Assam,Karimganj,286.0,282.0,193.0,0.0,0.0,1373.0,809.0
2025-05-01,Assam,Kokrajhar,249.0,237.0,32.0,176.0,1252.0,1955.0,950.0
2025-05-01,Assam,Lakhimpur,404.0,216.0,127.0,0.0,0.0,1517.0,969.0
2025-05-01,Assam,Majuli,0.0,0.0,0.0,0.0,0.0,296.0,115.0
2025-05-01,Assam,Marigaon,130.0,219.0,29.0,0.0,0.0,1477.0,923.0
2025-05-01,Assam,Nagaon,0.0,0.0,0.0,0.0,0.0,3311.0,4916.0
2025-05-01,Assam,Nalbari,134.0,75.0,37.0,0.0,0.0,669.0,421.0
2025-05-01,Assam,North Cachar Hills,25.0,39.0,13.0,0.0,0.0,209.0,119.0
2025-05-01,Assam,Sibsagar,95.0,43.0,87.0,0.0,0.0,612.0,329.0
