month,state,district,enrol_age_0_5,enrol_age_5_17,enrol_age_18_greater,demo_demo_age_5_17,demo_demo_age_17_,bio_bio_age_5_17,bio_bio_age_17_
2025-09-01,Madhya Pradesh,Sidhi,1652.0,298.0,4.0,854.0,8800.0,3659.0,4673.0
2025-09-01,Madhya Pradesh,Singrauli,1673.0,318.0,7.0,1078.0,7127.0,3966.0,2866.0
2025-09-01,Madhya Pradesh,Tikamgarh,1706.0,683.0,3.0,1054.0,5748.0,3915.0,6189.0
2025-09-01,Madhya Pradesh,Ujjain,3626.0,695.0,6.0,995.0,7016.0,7047.0,6162.0
2025-09-01,Madhya Pradesh,Umaria,1452.0,417.0,5.0,380.0,3294.0,2320.0,2381.0
2025-09-01,Madhya Pradesh,Vidisha,2295.0,709.0,17.0,1002.0,4058.0,5593.0,6336.0
2025-09-01,Madhya Pradesh,West Nimar,228.0,54.0,4.0,69.0,451.0,217.0,878.0
2025-09-01,Maharashtra,Ahmadnagar,2167.0,1260.0,33.0,1616.0,10962.0,51052.0,13085.0
2025-09-01,Maharashtra,Ahmed Nagar,56.0,26.0,0.0,29.0,289.0,930.0,440.0
2025-09-01,Maharashtra,Akola,1261.0,241.0,0.0,556.0,3654.0,11958.0,8358.0
2025-09-01,Maharashtra,Amravati,1841.0,431.0,19.0,963.0,5919.0,24099.0,14461.0
2025-09-01,Maharashtra,Aurangabad,3457.0,1519.0,2.0,1292.0,8691.0,19337.0,17291.0
2025-09-01,Maharashtra,Beed,1545.0,741.0,25.0,1388.0,7147.0,29546.0,9302.0
2025-09-01,Maharashtra,Bhandara,596.0,36.0,2.0,379.0,2835.0,7357.0,4753.0
2025-09-01,Maharashtra,Bid,137.0,62.0,0.0,49.0,656.0,260.0,1159.0
2025-09-01,Maharashtra,Buldana,389.0,67.0,0.0,100.0,1514.0,1214.0,2993.0
2025-09-01,Maharashtra,Buldhana,1758.0,456.0,19.0,887.0,5438.0,25125.0,9957.0
2025-09-01,Maharashtra,Chandrapur,1204.0,113.0,26.0,530.0,5191.0,9534.0,8823.0
2025-09-01,Maharashtra,Chatrapati Sambhaji Nagar,34.0,28.0,2.0,45.0,467.0,41.0,116.0
2025-09-01,Maharashtra,Chhatrapati Sambhajinagar,148.0,171.0,3.0,241.0,2413.0,99.0,452.0
2025-09-01,Maharashtra,Dharashiv,28.0,14.0,0.0,30.0,554.0,15.0,91.0
2025-09-01,Maharashtra,Dhule,2028.0,2152.0,26.0,625.0,5409.0,13123.0,9751.0
2025-09-01,Maharashtra,Gadchiroli,815.0,148.0,7.0,304.0,2297.0,5734.0,7537.0
2025-09-01,Maharashtra,Gondia,10.0,1.0,0.0,10.0,100.0,12.0,83.0
2025-09-01,Maharashtra,Gondiya,1022.0,58.0,2.0,592.0,3492.0,7279.0,4498.0
2025-09-01,Maharashtra,Gondiya *,18.0,1.0,0.0,14.0,162.0,34.0,206.0
2025-09-01,Maharashtra,Hingoli,1009.0,352.0,31.0,584.0,4177.0,9298.0,6063.0
2025-09-01,Maharashtra,Hingoli *,1.0,0.0,0.0,0.0,2.0,0.0,2.0
2025-09-01,Maharashtra,Jalgaon,3346.0,1387.0,25.0,1613.0,10616.0,27621.0,21601.0
2025-09-01,Maharashtra,Jalna,1723.0,504.0,6.0,807.0,5274.0,16007.0,9891.0
2025-09-01,Maharashtra,Kolhapur,1989.0,470.0,5.0,1107.0,8130.0,28172.0,11183.0
2025-09-01,Maharashtra,Latur,1719.0,695.0,30.0,900.0,6906.0,12159.0,10367.0
2025-09-01,Maharashtra,Mumbai,2758.0,1496.0,11.0,1372.0,15750.0,15229.0,22100.0
2025-09-01,Maharashtra,Mumbai City,609.0,188.0,10.0,431.0,4467.0,3403.0,1346.0
2025-09-01,Maharashtra,Mumbai Suburban,2283.0,848.0,26.0,1761.0,15677.0,13029.0,5879.0
2025-09-01,Maharashtra,Mumbai( Sub Urban ),95.0,26.0,0.0,24.0,515.0,85.0,686.0
2025-09-01,Maharashtra,Nagpur,3027.0,501.0,33.0,1810.0,13247.0,17519.0,17828.0
2025-09-01,Maharashtra,Nanded,2729.0,968.0,10.0,1261.0,10057.0,24296.0,16428.0
2025-09-01,Maharashtra,Nandurbar,2041.0,854.0,63.0,365.0,2859.0,9258.0,11474.0
2025-09-01,Maharashtra,Nandurbar *,45.0,19.0,1.0,0.0,75.0,10.0,321.0
2025-09-01,Maharashtra,Nashik,4980.0,2054.0,32.0,2449.0,16700.0,45329.0,30074.0
2025-09-01,Maharashtra,Osmanabad,971.0,332.0,0.0,501.0,3999.0,9674.0,5345.0
2025-09-01,Maharashtra,Palghar,1966.0,983.0,47.0,1261.0,11151.0,14856.0,5670.0
2025-09-01,Maharashtra,Parbhani,1476.0,446.0,4.0,831.0,5741.0,14986.0,7684.0
2025-09-01,Maharashtra,Pune,5891.0,1905.0,81.0,4108.0,33000.0,39904.0,24535.0
2025-09-01,Maharashtra,Raigad,496.0,139.0,9.0,342.0,3529.0,591.0,868.0
2025-09-01,Maharashtra,Raigarh,1475.0,395.0,0.0,769.0,6744.0,13908.0,6390.0
2025-09-01,Maharashtra,Raigarh(Mh),21.0,9.0,0.0,2.0,76.0,7.0,95.0
2025-09-01,Maharashtra,Ratnagiri,665.0,102.0,3.0,491.0,5133.0,15151.0,5678.0
2025-09-01,Maharashtra,Sangli,1434.0,658.0,21.0,670.0,6013.0,25083.0,8630.0
2025-09-01,Maharashtra,Satara,1074.0,221.0,26.0,779.0,7129.0,32126.0,7175.0
2025-09-01,Maharashtra,Sindhudurg,344.0,21.0,1.0,162.0,2759.0,4047.0,2061.0
2025-09-01,Maharashtra,Solapur,2315.0,1054.0,20.0,1367.0,11613.0,34640.0,11130.0
2025-09-01,Maharashtra,Thane,5713.0,3003.0,64.0,3624.0,33138.0,29302.0,30941.0
2025-09-01,Maharashtra,Wardha,679.0,41.0,1.0,311.0,2311.0,7355.0,5924.0
2025-09-01,Maharashtra,Washim,691.0,113.0,11.0,272.0,2558.0,10864.0,6241.0
2025-09-01,Maharashtra,Washim *,9.0,2.0,0.0,5.0,51.0,32.0,113.0
2025-09-01,Maharashtra,Yavatmal,1749.0,440.0,16.0,1076.0,10120.0,17957.0,18723.0
2025-09-01,Manipur,Bishnupur,136.0,178.0,8.0,464.0,2319.0,2617.0,1072.0
2025-09-01,Manipur,Chandel,109.0,244.0,2.0,133.0,645.0,303.0,242.0
2025-09-01,Manipur,Churachandpur,238.0,400.0,12.0,349.0,1452.0,733.0,490.0
2025-09-01,Manipur,Imphal East,151.0,154.0,1.0,499.0,2320.0,2625.0,1307.0
2025-09-01,Manipur,Imphal West,146.0,152.0,3.0,643.0,2757.0,3003.0,1817.0
2025-09-01,Manipur,Jiribam,19.0,24.0,0.0,59.0,214.0,63.0,95.0
2025-09-01,Manipur,Kakching,12.0,25.0,1.0,158.0,824.0,239.0,43.0
2025-09-01,Manipur,Pherzawl,1.0,6.0,0.0,1.0,8.0,0.0,0.0
2025-09-01,Manipur,Senapati,252.0,292.0,1.0,401.0,1500.0,1228.0,653.0
2025-09-01,Manipur,Tamenglong,81.0,200.0,2.0,146.0,427.0,315.0,279.0
2025-09-01,Manipur,Thoubal,125.0,169.0,1.0,695.0,7309.0,2112.0,1698.0
2025-09-01,Manipur,Ukhrul,91.0,148.0,1.0,200.0,750.0,375.0,440.0
2025-09-01,Meghalaya,East Garo Hills,136.0,464.0,185.0,71.0,1457.0,101.0,208.0
2025-09-01,Meghalaya,East Jaintia Hills,64.0,173.0,171.0,112.0,639.0,139.0,63.0
2025-09-01,Meghalaya,East Khasi Hills,406.0,1031.0,885.0,355.0,2861.0,765.0,1199.0
2025-09-01,Meghalaya,Eastern West Khasi Hills,1.0,102.0,2.0,16.0,101.0,1.0,3.0
2025-09-01,Meghalaya,Jaintia Hills,0.0,0.0,0.0,0.0,10.0,0.0,4.0
2025-09-01,Meghalaya,North Garo Hills,107.0,332.0,37.0,56.0,956.0,86.0,44.0
2025-09-01,Meghalaya,Ri Bhoi,167.0,376.0,261.0,225.0,1751.0,277.0,168.0
2025-09-01,Meghalaya,South Garo Hills,81.0,486.0,166.0,54.0,541.0,65.0,48.0
2025-09-01,Meghalaya,South West Garo Hills,223.0,176.0,104.0,105.0,1262.0,180.0,171.0
2025-09-01,Meghalaya,South West Khasi Hills,55.0,86.0,109.0,87.0,423.0,117.0,151.0
2025-09-01,Meghalaya,West Garo Hills,439.0,527.0,168.0,200.0,2685.0,625.0,1671.0
2025-09-01,Meghalaya,West Jaintia Hills,200.0,498.0,295.0,140.0,1165.0,289.0,165.0
2025-09-01,Meghalaya,West Khasi Hills,207.0,496.0,323.0,272.0,1843.0,283.0,250.0
2025-09-01,Mizoram,Aizawl,262.0,92.0,11.0,193.0,1694.0,2050.0,786.0
2025-09-01,Mizoram,Champhai,117.0,38.0,0.0,77.0,546.0,616.0,221.0
2025-09-01,Mizoram,Hnahthial,1.0,0.0,0.0,2.0,15.0,1.0,2.0
2025-09-01,Mizoram,Khawzawl,3.0,4.0,0.0,2.0,7.0,2.0,2.0
2025-09-01,Mizoram,Kolasib,53.0,13.0,8.0,107.0,330.0,161.0,103.0
2025-09-01,Mizoram,Lawngtlai,144.0,97.0,13.0,69.0,534.0,814.0,346.0
2025-09-01,Mizoram,Lunglei,78.0,20.0,1.0,84.0,595.0,214.0,197.0
2025-09-01,Mizoram,Mamit,46.0,9.0,0.0,42.0,196.0,252.0,79.0
2025-09-01,Mizoram,Mammit,16.0,3.0,0.0,9.0,118.0,32.0,45.0
2025-09-01,Mizoram,Saiha,117.0,28.0,1.0,29.0,274.0,154.0,90.0
2025-09-01,Mizoram,Saitual,0.0,0.0,1.0,0.0,30.0,1.0,4.0
2025-09-01,Mizoram,Serchhip,33.0,7.0,2.0,59.0,226.0,286.0,386.0
2025-09-01,Nagaland,Chumukedima,7.0,13.0,19.0,14.0,165.0,7.0,24.0
2025-09-01,Nagaland,Dimapur,121.0,210.0,22.0,101.0,1111.0,564.0,1404.0
2025-09-01,Nagaland,Kiphire,44.0,148.0,9.0,26.0,290.0,217.0,223.0
2025-09-01,Nagaland,Kohima,140.0,231.0,13.0,64.0,605.0,602.0,999.0
2025-09-01,Nagaland,Longleng,17.0,82.0,7.0,15.0,140.0,94.0,101.0
2025-09-01,Nagaland,Meluri,1.0,2.0,1.0,0.0,28.0,15.0,107.0
2025-09-01,Nagaland,Mokokchung,31.0,88.0,13.0,32.0,487.0,338.0,745.0
2025-09-01,Nagaland,Mon,130.0,225.0,30.0,108.0,718.0,329.0,732.0
2025-09-01,Nagaland,Niuland,5.0,10.0,1.0,5.0,35.0,12.0,9.0
2025-09-01,Nagaland,Noklak,4.0,18.0,5.0,13.0,65.0,21.0,38.0
2025-09-01,Nagaland,Peren,47.0,90.0,12.0,48.0,305.0,189.0,226.0
2025-09-01,Nagaland,Phek,50.0,174.0,8.0,27.0,332.0,199.0,579.0
2025-09-01,Nagaland,Shamator,2.0,145.0,9.0,6.0,84.0,7.0,37.0
2025-09-01,Nagaland,Tseminyu,2.0,4.0,3.0,2.0,14.0,2.0,4.0
2025-09-01,Nagaland,Tuensang,73.0,138.0,8.0,57.0,594.0,193.0,460.0
2025-09-01,Nagaland,Wokha,44.0,145.0,7.0,21.0,198.0,132.0,333.0
2025-09-01,Nagaland,Zunheboto,27.0,88.0,11.0,40.0,561.0,221.0,512.0
2025-09-01,Odisha,Angul,1188.0,199.0,2.0,522.0,5021.0,3856.0,3350.0
2025-09-01,Odisha,Anugal,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2025-09-01,Odisha,Anugul,79.0,14.0,0.0,24.0,454.0,106.0,310.0
2025-09-01,Odisha,Balangir,1923.0,428.0,1.0,740.0,6571.0,4302.0,4665.0
2025-09-01,Odisha,Baleshwar,406.0,106.0,0.0,206.0,3134.0,694.0,2385.0
2025-09-01,Odisha,Baleswar,2177.0,465.0,2.0,940.0,5497.0,5885.0,3730.0
2025-09-01,Odisha,Bargarh,1908.0,362.0,0.0,719.0,6013.0,4360.0,3610.0
2025-09-01,Odisha,Baudh,57.0,17.0,0.0,8.0,258.0,105.0,389.0
2025-09-01,Odisha,Bhadrak,1646.0,562.0,0.0,970.0,6143.0,6592.0,4339.0
2025-09-01,Odisha,Boudh,556.0,92.0,0.0,173.0,1654.0,1481.0,1192.0
2025-09-01,Odisha,Cuttack,1747.0,480.0,4.0,945.0,7603.0,5733.0,6835.0
2025-09-01,Odisha,Debagarh,303.0,36.0,2.0,156.0,1513.0,768.0,629.0
2025-09-01,Odisha,Dhenkanal,1063.0,266.0,0.0,643.0,5488.0,3339.0,3476.0
2025-09-01,Odisha,Gajapati,806.0,165.0,2.0,409.0,3161.0,2546.0,2373.0
2025-09-01,Odisha,Ganjam,2524.0,425.0,2.0,1590.0,13098.0,6695.0,7156.0
2025-09-01,Odisha,Jagatsinghapur,747.0,124.0,0.0,293.0,1953.0,2231.0,1966.0
2025-09-01,Odisha,Jagatsinghpur,176.0,28.0,0.0,36.0,1539.0,322.0,1460.0
2025-09-01,Odisha,Jajapur,771.0,225.0,0.0,520.0,4546.0,2174.0,2843.0
2025-09-01,Odisha,Jajapur  *,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-09-01,Odisha,Jajpur,707.0,224.0,3.0,344.0,2700.0,2657.0,1232.0
2025-09-01,Odisha,Jharsuguda,427.0,30.0,0.0,251.0,2307.0,1110.0,1245.0
2025-09-01,Odisha,Kalahandi,1563.0,488.0,8.0,1128.0,9021.0,5054.0,4340.0
2025-09-01,Odisha,Kandhamal,1362.0,226.0,0.0,575.0,4622.0,2797.0,2829.0
2025-09-01,Odisha,Kendrapara,1205.0,353.0,1.0,648.0,5822.0,3744.0,3544.0
2025-09-01,Odisha,Kendujhar,1866.0,491.0,3.0,1050.0,8733.0,4037.0,4739.0
2025-09-01,Odisha,Khorda,1282.0,255.0,4.0,850.0,4577.0,3844.0,3739.0
2025-09-01,Odisha,Khordha,370.0,64.0,0.0,97.0,2116.0,354.0,2806.0
2025-09-01,Odisha,Koraput,1735.0,608.0,0.0,1097.0,9467.0,5251.0,6774.0
2025-09-01,Odisha,Malkangiri,1383.0,290.0,1.0,530.0,3462.0,1698.0,2062.0
2025-09-01,Odisha,Mayurbhanj,3040.0,878.0,4.0,1344.0,12046.0,5192.0,6774.0
2025-09-01,Odisha,Nabarangapur,2043.0,981.0,2.0,991.0,8908.0,4675.0,4442.0
2025-09-01,Odisha,Nayagarh,882.0,126.0,1.0,414.0,3188.0,4029.0,2945.0
2025-09-01,Odisha,Nuapada,885.0,206.0,0.0,331.0,3051.0,3914.0,2350.0
2025-09-01,Odisha,Puri,1209.0,249.0,0.0,641.0,5688.0,3350.0,3595.0
2025-09-01,Odisha,Rayagada,1417.0,334.0,1.0,594.0,5915.0,2489.0,2896.0
2025-09-01,Odisha,Sambalpur,843.0,131.0,0.0,481.0,4807.0,2165.0,2394.0
2025-09-01,Odisha,Sonapur,633.0,112.0,0.0,274.0,1910.0,1494.0,1043.0
2025-09-01,Odisha,Subarnapur,168.0,30.0,0.0,55.0,910.0,191.0,449.0
2025-09-01,Odisha,Sundargarh,242.0,53.0,0.0,83.0,1876.0,307.0,1372.0
2025-09-01,Odisha,Sundergarh,1504.0,303.0,8.0,753.0,5732.0,3982.0,3539.0
2025-09-01,Puducherry,Cuddalore,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2025-09-01,Puducherry,Karaikal,210.0,14.0,0.0,626.0,807.0,1621.0,1880.0
2025-09-01,Puducherry,Pondicherry,416.0,25.0,0.0,147.0,1437.0,969.0,3493.0
2025-09-01,Puducherry,Puducherry,401.0,31.0,10.0,484.0,2524.0,3376.0,1735.0
2025-09-01,Puducherry,Viluppuram,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2025-09-01,Puducherry,Yanam,11.0,2.0,0.0,3.0,92.0,29.0,78.0
2025-09-01,Punjab,Amritsar,1862.0,337.0,21.0,644.0,9792.0,4775.0,7955.0
2025-09-01,Punjab,Barnala,309.0,32.0,0.0,123.0,1914.0,895.0,1525.0
2025-09-01,Punjab,Bathinda,952.0,123.0,2.0,413.0,6155.0,2688.0,6094.0
2025-09-01,Punjab,Faridkot,339.0,41.0,1.0,159.0,1958.0,1105.0,1998.0
2025-09-01,Punjab,Fatehgarh Sahib,361.0,38.0,3.0,179.0,2321.0,1022.0,2003.0
2025-09-01,Punjab,Fazilka,756.0,123.0,3.0,325.0,5021.0,2693.0,2991.0
2025-09-01,Punjab,Ferozepur,555.0,46.0,1.0,303.0,3644.0,2079.0,2617.0
2025-09-01,Punjab,Firozpur,185.0,25.0,0.0,53.0,1830.0,198.0,1153.0
2025-09-01,Punjab,Gurdaspur,1298.0,152.0,3.0,527.0,7985.0,3375.0,7448.0
2025-09-01,Punjab,Hoshiarpur,902.0,67.0,3.0,413.0,5171.0,2707.0,4880.0
2025-09-01,Punjab,Jalandhar,1242.0,234.0,10.0,520.0,7995.0,3225.0,6858.0
2025-09-01,Punjab,Kapurthala,380.0,64.0,64.0,226.0,2805.0,1004.0,2421.0
2025-09-01,Punjab,Ludhiana,2521.0,597.0,40.0,1069.0,14581.0,5792.0,8284.0
2025-09-01,Punjab,Malerkotla,262.0,56.0,0.0,110.0,1454.0,527.0,733.0
2025-09-01,Punjab,Mansa,394.0,49.0,2.0,186.0,2490.0,1603.0,3158.0
2025-09-01,Punjab,Moga,590.0,75.0,3.0,270.0,3727.0,1577.0,3222.0
2025-09-01,Punjab,Muktsar,142.0,13.0,0.0,47.0,828.0,63.0,789.0
2025-09-01,Punjab,Nawanshahr,55.0,6.0,0.0,8.0,633.0,35.0,886.0
2025-09-01,Punjab,Pathankot,339.0,23.0,0.0,146.0,1554.0,1195.0,1193.0
2025-09-01,Punjab,Patiala,1290.0,157.0,0.0,528.0,7171.0,3341.0,5261.0
2025-09-01,Punjab,Rupnagar,437.0,41.0,0.0,172.0,1904.0,1395.0,2248.0
2025-09-01,Punjab,S.A.S Nagar(Mohali),93.0,15.0,0.0,25.0,544.0,40.0,417.0
2025-09-01,Punjab,Sangrur,837.0,87.0,0.0,358.0,5265.0,2485.0,4261.0
2025-09-01,Punjab,Sas Nagar (Mohali),818.0,177.0,14.0,569.0,5575.0,2366.0,2105.0
2025-09-01,Punjab,Shaheed Bhagat Singh Nagar,310.0,39.0,1.0,121.0,1083.0,1102.0,1338.0
2025-09-01,Punjab,Sri Muktsar Sahib,515.0,62.0,0.0,307.0,3219.0,1543.0,2309.0
2025-09-01,Punjab,Tarn Taran,878.0,95.0,0.0,280.0,5421.0,2175.0,4408.0
2025-09-01,Rajasthan,Ajmer,3125.0,980.0,17.0,1484.0,9390.0,20770.0,5311.0
2025-09-01,Rajasthan,Alwar,5235.0,2311.0,41.0,2180.0,12968.0,33179.0,7929.0
2025-09-01,Rajasthan,Banswara,1902.0,1318.0,3.0,877.0,10006.0,16423.0,3191.0
2025-09-01,Rajasthan,Baran,1575.0,646.0,14.0,846.0,7959.0,11160.0,4572.0
2025-09-01,Rajasthan,Barmer,4413.0,2236.0,18.0,1080.0,8347.0,28583.0,6933.0
2025-09-01,Rajasthan,Bharatpur,3996.0,2505.0,37.0,1609.0,10521.0,19477.0,5723.0
2025-09-01,Rajasthan,Bhilwara,3141.0,1068.0,25.0,1210.0,10159.0,16300.0,4296.0
2025-09-01,Rajasthan,Bikaner,2186.0,1865.0,32.0,1004.0,6620.0,15263.0,6262.0
2025-09-01,Rajasthan,Bundi,1257.0,410.0,7.0,779.0,5521.0,8430.0,2788.0
2025-09-01,Rajasthan,Chittaurgarh,138.0,31.0,1.0,29.0,367.0,207.0,234.0
2025-09-01,Rajasthan,Chittorgarh,1361.0,689.0,28.0,1175.0,7064.0,9181.0,2950.0
2025-09-01,Rajasthan,Churu,2645.0,1315.0,12.0,943.0,5854.0,16430.0,5555.0
2025-09-01,Rajasthan,Dausa,1824.0,643.0,5.0,832.0,4474.0,15772.0,3853.0
2025-09-01,Rajasthan,Deeg,0.0,2.0,0.0,22.0,188.0,2.0,17.0
2025-09-01,Rajasthan,Dhaulpur,45.0,16.0,0.0,6.0,136.0,56.0,60.0
2025-09-01,Rajasthan,Dholpur,2045.0,844.0,2.0,1141.0,5701.0,14614.0,2073.0
2025-09-01,Rajasthan,Dungarpur,1620.0,1149.0,3.0,889.0,8133.0,14560.0,2698.0
2025-09-01,Rajasthan,Ganganagar,1464.0,551.0,9.0,841.0,6441.0,11746.0,4513.0
2025-09-01,Rajasthan,Hanumangarh,1368.0,384.0,7.0,679.0,4678.0,10421.0,4449.0
2025-09-01,Rajasthan,Jaipur,6530.0,2576.0,25.0,2944.0,23004.0,32569.0,16745.0
2025-09-01,Rajasthan,Jaisalmer,751.0,500.0,8.0,258.0,2189.0,5622.0,1704.0
2025-09-01,Rajasthan,Jalor,3095.0,1889.0,8.0,665.0,6219.0,14122.0,3899.0
2025-09-01,Rajasthan,Jhalawar,2269.0,762.0,7.0,908.0,7892.0,15652.0,3414.0
2025-09-01,Rajasthan,Jhunjhunu,92.0,48.0,0.0,29.0,368.0,222.0,226.0
2025-09-01,Rajasthan,Jhunjhunun,2456.0,756.0,16.0,987.0,6701.0,12007.0,4960.0
2025-09-01,Rajasthan,Jodhpur,4211.0,2111.0,119.0,1555.0,11802.0,27994.0,9463.0
2025-09-01,Rajasthan,Karauli,2050.0,813.0,9.0,1136.0,5817.0,12511.0,2521.0
2025-09-01,Rajasthan,Kota,2012.0,756.0,37.0,902.0,8009.0,10120.0,3940.0
2025-09-01,Rajasthan,Nagaur,4461.0,1747.0,19.0,1388.0,8444.0,25627.0,8296.0
2025-09-01,Rajasthan,Pali,2731.0,1112.0,24.0,842.0,6416.0,16407.0,7513.0
2025-09-01,Rajasthan,Pratapgarh,1229.0,540.0,3.0,503.0,6163.0,9307.0,2065.0
2025-09-01,Rajasthan,Rajsamand,1293.0,590.0,2.0,737.0,4467.0,9677.0,2555.0
2025-09-01,Rajasthan,Sawai Madhopur,1717.0,685.0,9.0,688.0,4672.0,11028.0,3260.0
2025-09-01,Rajasthan,Sikar,3566.0,1238.0,10.0,1263.0,8565.0,17716.0,7889.0
2025-09-01,Rajasthan,Sirohi,1471.0,1084.0,7.0,664.0,4159.0,9236.0,2675.0
2025-09-01,Rajasthan,Tonk,1555.0,533.0,4.0,797.0,5817.0,11615.0,2846.0
2025-09-01,Rajasthan,Udaipur,3271.0,2205.0,8.0,1339.0,12835.0,22821.0,6761.0
2025-09-01,Sikkim,East,90.0,83.0,1.0,114.0,1321.0,275.0,279.0
2025-09-01,Sikkim,East Sikkim,67.0,77.0,7.0,73.0,806.0,325.0,128.0
2025-09-01,Sikkim,Mangan,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2025-09-01,Sikkim,Namchi,1.0,4.0,6.0,1.0,90.0,0.0,2.0
2025-09-01,Sikkim,North,10.0,7.0,0.0,13.0,142.0,11.0,26.0
2025-09-01,Sikkim,North Sikkim,15.0,4.0,0.0,12.0,146.0,38.0,35.0
2025-09-01,Sikkim,South,45.0,58.0,1.0,54.0,953.0,76.0,156.0
2025-09-01,Sikkim,South Sikkim,32.0,38.0,0.0,31.0,335.0,83.0,59.0
2025-09-01,Sikkim,West,39.0,54.0,2.0,67.0,785.0,63.0,126.0
2025-09-01,Sikkim,West Sikkim,50.0,42.0,4.0,53.0,526.0,102.0,58.0
2025-09-01,Tamil Nadu,Ariyalur,657.0,97.0,0.0,855.0,2955.0,2273.0,2131.0
2025-09-01,Tamil Nadu,Chengalpattu,272.0,57.0,16.0,291.0,2733.0,315.0,241.0
2025-09-01,Tamil Nadu,Chennai,2418.0,711.0,27.0,3431.0,19824.0,8819.0,9585.0
2025-09-01,Tamil Nadu,Coimbatore,2466.0,566.0,12.0,2475.0,15857.0,4745.0,11429.0
2025-09-01,Tamil Nadu,Cuddalore,2753.0,364.0,0.0,2315.0,11251.0,4723.0,5898.0
2025-09-01,Tamil Nadu,Dharmapuri,1472.0,253.0,0.0,1500.0,5566.0,3961.0,2718.0
2025-09-01,Tamil Nadu,Dindigul,1809.0,526.0,2.0,1623.0,8348.0,4999.0,9162.0
2025-09-01,Tamil Nadu,Erode,1879.0,320.0,0.0,1430.0,9637.0,4609.0,6819.0
2025-09-01,Tamil Nadu,Kallakurichi,213.0,26.0,1.0,225.0,1238.0,146.0,240.0
2025-09-01,Tamil Nadu,Kancheepuram,3306.0,1071.0,16.0,3754.0,16562.0,7499.0,9434.0
2025-09-01,Tamil Nadu,Kanchipuram,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-09-01,Tamil Nadu,Kanniyakumari,816.0,51.0,0.0,1284.0,5045.0,2807.0,3796.0
2025-09-01,Tamil Nadu,Kanyakumari,660.0,32.0,3.0,569.0,2780.0,2177.0,695.0
2025-09-01,Tamil Nadu,Karur,1309.0,248.0,1.0,711.0,4054.0,1846.0,3444.0
2025-09-01,Tamil Nadu,Krishnagiri,1447.0,224.0,1.0,1554.0,7787.0,3763.0,4013.0
2025-09-01,Tamil Nadu,Madurai,3504.0,367.0,6.0,2380.0,12375.0,6251.0,8600.0
2025-09-01,Tamil Nadu,Mayiladuthurai,180.0,22.0,0.0,85.0,542.0,302.0,100.0
2025-09-01,Tamil Nadu,Nagapattinam,1256.0,261.0,0.0,959.0,7265.0,1799.0,3431.0
2025-09-01,Tamil Nadu,Namakkal,1827.0,161.0,3.0,1396.0,6502.0,1711.0,6898.0
2025-09-01,Tamil Nadu,Namakkal   *,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,Tamil Nadu,Perambalur,703.0,72.0,0.0,527.0,2363.0,1174.0,3098.0
2025-09-01,Tamil Nadu,Pudukkottai,2009.0,574.0,1.0,1542.0,7809.0,2848.0,5801.0
2025-09-01,Tamil Nadu,Ramanathapuram,1095.0,163.0,0.0,878.0,5632.0,2238.0,4131.0
2025-09-01,Tamil Nadu,Ranipet,30.0,6.0,0.0,30.0,218.0,34.0,34.0
2025-09-01,Tamil Nadu,Salem,2872.0,457.0,2.0,3246.0,15131.0,5646.0,10879.0
2025-09-01,Tamil Nadu,Sivaganga,1314.0,168.0,0.0,1030.0,5088.0,2368.0,4536.0
2025-09-01,Tamil Nadu,Tenkasi,380.0,43.0,0.0,315.0,1311.0,707.0,285.0
2025-09-01,Tamil Nadu,Thanjavur,2152.0,517.0,3.0,2590.0,10804.0,4828.0,5769.0
2025-09-01,Tamil Nadu,The Nilgiris,469.0,114.0,1.0,376.0,2438.0,892.0,1723.0
2025-09-01,Tamil Nadu,Theni,1060.0,197.0,0.0,965.0,5941.0,2101.0,3343.0
2025-09-01,Tamil Nadu,Thiruvallur,58.0,13.0,0.0,25.0,354.0,71.0,313.0
2025-09-01,Tamil Nadu,Thiruvarur,1170.0,296.0,1.0,997.0,6202.0,2151.0,2457.0
2025-09-01,Tamil Nadu,Thoothukkudi,1458.0,229.0,0.0,1373.0,7212.0,2558.0,4414.0
2025-09-01,Tamil Nadu,Tiruchirappalli,3430.0,491.0,1.0,1990.0,10624.0,3954.0,9128.0
2025-09-01,Tamil Nadu,Tirunelveli,2835.0,468.0,0.0,3030.0,10872.0,6699.0,9655.0
2025-09-01,Tamil Nadu,Tirupathur,4.0,0.0,0.0,2.0,19.0,3.0,3.0
2025-09-01,Tamil Nadu,Tirupattur,301.0,20.0,0.0,140.0,1300.0,298.0,268.0
2025-09-01,Tamil Nadu,Tiruppur,1849.0,350.0,0.0,2089.0,10033.0,4315.0,6247.0
2025-09-01,Tamil Nadu,Tiruvallur,2922.0,772.0,9.0,3095.0,17556.0,8003.0,9116.0
2025-09-01,Tamil Nadu,Tiruvannamalai,2449.0,274.0,4.0,2277.0,9872.0,3608.0,4241.0
